Age,Attrition,DailyRate,DistanceFromHome,Education,EmployeeCount,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,Shift,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,BusinessTravel_Non-Travel,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Cardiology,Department_Maternity,Department_Neurology,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Female,Gender_Male,JobRole_Admin,JobRole_Administrative,JobRole_Nurse,JobRole_Other,JobRole_Therapist,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,Over18_Y,OverTime_No,OverTime_Yes
31.0,1.0,330.0,22.0,4.0,1.0,4.0,98.0,3.0,2.0,3.0,6179.0,21057.0,1.0,15.0,3.0,4.0,80.0,2.0,10.0,3.0,2.0,10.0,2.0,6.0,7.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
50.0,0.0,316.0,8.0,4.0,1.0,4.0,54.0,3.0,1.0,2.0,3875.0,9983.0,7.0,15.0,3.0,4.0,80.0,1.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
35.0,0.0,619.0,1.0,3.0,1.0,2.0,85.0,3.0,2.0,3.0,4717.0,18659.0,9.0,11.0,3.0,3.0,80.0,0.0,15.0,2.0,3.0,11.0,9.0,6.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
35.0,1.0,622.0,14.0,4.0,1.0,3.0,39.0,2.0,1.0,2.0,3743.0,10074.0,1.0,24.0,4.0,4.0,80.0,1.0,5.0,2.0,1.0,4.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
30.0,0.0,241.0,7.0,3.0,1.0,2.0,48.0,2.0,1.0,2.0,2141.0,5348.0,1.0,12.0,3.0,2.0,80.0,1.0,6.0,3.0,2.0,6.0,4.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
46.0,0.0,1211.0,5.0,4.0,1.0,1.0,98.0,3.0,2.0,4.0,5772.0,20445.0,4.0,21.0,4.0,3.0,80.0,0.0,14.0,4.0,3.0,9.0,6.0,0.0,8.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
40.0,0.0,1469.0,9.0,4.0,1.0,4.0,35.0,3.0,1.0,2.0,3617.0,25063.0,8.0,14.0,3.0,4.0,80.0,1.0,3.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
25.0,0.0,266.0,1.0,3.0,1.0,4.0,40.0,3.0,1.0,2.0,2096.0,18830.0,1.0,18.0,3.0,4.0,80.0,0.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
49.0,0.0,470.0,20.0,4.0,1.0,3.0,96.0,3.0,2.0,1.0,6567.0,5549.0,1.0,14.0,3.0,3.0,80.0,0.0,16.0,2.0,2.0,15.0,11.0,5.0,11.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
23.0,1.0,1243.0,6.0,3.0,1.0,3.0,63.0,4.0,1.0,1.0,1601.0,3445.0,1.0,21.0,4.0,3.0,80.0,2.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
39.0,1.0,592.0,2.0,3.0,1.0,1.0,54.0,2.0,1.0,1.0,3646.0,17181.0,2.0,23.0,4.0,2.0,80.0,0.0,11.0,2.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
33.0,0.0,931.0,14.0,3.0,1.0,4.0,72.0,3.0,1.0,2.0,2756.0,4673.0,1.0,13.0,3.0,4.0,80.0,1.0,8.0,5.0,3.0,8.0,7.0,1.0,6.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
54.0,0.0,376.0,19.0,4.0,1.0,4.0,95.0,3.0,2.0,1.0,5485.0,22670.0,9.0,11.0,3.0,2.0,80.0,2.0,9.0,4.0,3.0,5.0,3.0,1.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
51.0,0.0,1469.0,8.0,4.0,1.0,2.0,81.0,2.0,3.0,2.0,12490.0,15736.0,5.0,16.0,3.0,4.0,80.0,2.0,16.0,5.0,1.0,10.0,9.0,4.0,7.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
31.0,0.0,326.0,8.0,2.0,1.0,1.0,31.0,3.0,3.0,4.0,10793.0,8386.0,1.0,18.0,3.0,1.0,80.0,1.0,13.0,5.0,3.0,13.0,7.0,9.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
42.0,0.0,532.0,29.0,2.0,1.0,1.0,92.0,3.0,2.0,3.0,4556.0,12932.0,2.0,11.0,3.0,2.0,80.0,1.0,19.0,3.0,3.0,5.0,4.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
44.0,0.0,111.0,17.0,3.0,1.0,4.0,74.0,1.0,1.0,3.0,2290.0,4279.0,2.0,13.0,3.0,4.0,80.0,0.0,6.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
40.0,0.0,902.0,26.0,2.0,1.0,3.0,92.0,2.0,2.0,4.0,4422.0,21203.0,3.0,13.0,3.0,4.0,80.0,1.0,16.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
28.0,0.0,1300.0,17.0,2.0,1.0,3.0,79.0,3.0,2.0,1.0,4558.0,13535.0,1.0,12.0,3.0,4.0,80.0,1.0,10.0,2.0,3.0,10.0,0.0,1.0,8.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
29.0,0.0,1413.0,1.0,1.0,1.0,2.0,42.0,3.0,3.0,4.0,7918.0,6599.0,1.0,14.0,3.0,4.0,80.0,1.0,11.0,5.0,3.0,11.0,10.0,4.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
31.0,0.0,1332.0,11.0,2.0,1.0,3.0,80.0,3.0,2.0,1.0,6833.0,17089.0,1.0,12.0,3.0,4.0,80.0,0.0,6.0,2.0,2.0,6.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
44.0,0.0,477.0,7.0,4.0,1.0,1.0,42.0,2.0,3.0,4.0,10248.0,2094.0,3.0,14.0,3.0,4.0,80.0,1.0,24.0,4.0,3.0,22.0,6.0,5.0,17.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
29.0,1.0,896.0,18.0,1.0,1.0,3.0,86.0,2.0,1.0,4.0,2389.0,14961.0,1.0,13.0,3.0,3.0,80.0,0.0,4.0,3.0,2.0,4.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
46.0,0.0,1009.0,2.0,3.0,1.0,1.0,51.0,3.0,4.0,3.0,17861.0,2288.0,6.0,13.0,3.0,3.0,80.0,0.0,26.0,2.0,1.0,3.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
59.0,0.0,1435.0,25.0,3.0,1.0,1.0,99.0,3.0,3.0,1.0,7637.0,2354.0,7.0,11.0,3.0,4.0,80.0,0.0,28.0,3.0,2.0,21.0,16.0,7.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
33.0,0.0,1069.0,1.0,3.0,1.0,2.0,42.0,2.0,2.0,4.0,6949.0,12291.0,0.0,14.0,3.0,1.0,80.0,0.0,6.0,3.0,3.0,5.0,0.0,1.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
39.0,0.0,895.0,5.0,3.0,1.0,4.0,56.0,3.0,2.0,4.0,2086.0,3335.0,3.0,14.0,3.0,3.0,80.0,1.0,19.0,6.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
20.0,0.0,654.0,21.0,3.0,1.0,3.0,43.0,4.0,1.0,4.0,2678.0,5050.0,1.0,17.0,3.0,4.0,80.0,0.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
33.0,0.0,1141.0,1.0,3.0,1.0,3.0,42.0,4.0,2.0,1.0,5376.0,3193.0,2.0,19.0,3.0,1.0,80.0,2.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
54.0,0.0,548.0,8.0,4.0,1.0,3.0,42.0,3.0,2.0,3.0,3780.0,23428.0,7.0,11.0,3.0,3.0,80.0,0.0,19.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
40.0,0.0,1202.0,2.0,1.0,1.0,2.0,89.0,4.0,2.0,3.0,6377.0,13888.0,5.0,20.0,4.0,2.0,80.0,3.0,15.0,0.0,3.0,12.0,11.0,11.0,8.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
48.0,0.0,969.0,2.0,2.0,1.0,4.0,76.0,4.0,1.0,2.0,2559.0,16620.0,5.0,11.0,3.0,3.0,80.0,0.0,7.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
39.0,0.0,1218.0,1.0,1.0,1.0,2.0,52.0,3.0,5.0,3.0,19197.0,8213.0,1.0,14.0,3.0,3.0,80.0,1.0,21.0,3.0,3.0,21.0,8.0,1.0,6.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
26.0,1.0,887.0,5.0,2.0,1.0,3.0,88.0,2.0,1.0,3.0,2366.0,20898.0,1.0,14.0,3.0,1.0,80.0,1.0,8.0,2.0,3.0,8.0,7.0,1.0,7.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
30.0,0.0,634.0,17.0,4.0,1.0,2.0,95.0,3.0,3.0,1.0,11916.0,25927.0,1.0,23.0,4.0,4.0,80.0,2.0,9.0,2.0,3.0,9.0,1.0,0.0,8.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
36.0,0.0,913.0,9.0,2.0,1.0,2.0,48.0,2.0,2.0,2.0,8847.0,13934.0,2.0,11.0,3.0,3.0,80.0,1.0,13.0,2.0,3.0,3.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
25.0,0.0,1280.0,7.0,1.0,1.0,4.0,64.0,2.0,1.0,4.0,2889.0,26897.0,1.0,11.0,3.0,3.0,80.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
56.0,0.0,1400.0,7.0,3.0,1.0,4.0,49.0,1.0,3.0,4.0,7260.0,21698.0,4.0,11.0,3.0,1.0,80.0,0.0,37.0,3.0,2.0,6.0,4.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
42.0,0.0,179.0,2.0,5.0,1.0,4.0,79.0,4.0,2.0,1.0,6272.0,12858.0,7.0,16.0,3.0,1.0,80.0,1.0,10.0,3.0,4.0,4.0,3.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
31.0,1.0,523.0,2.0,3.0,1.0,2.0,94.0,3.0,1.0,4.0,3722.0,21081.0,6.0,13.0,3.0,3.0,80.0,1.0,7.0,2.0,1.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
38.0,0.0,437.0,16.0,3.0,1.0,2.0,90.0,3.0,2.0,2.0,4198.0,16379.0,2.0,12.0,3.0,2.0,80.0,0.0,8.0,5.0,4.0,3.0,2.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
44.0,0.0,1199.0,4.0,2.0,1.0,3.0,92.0,4.0,5.0,1.0,19190.0,17477.0,1.0,14.0,3.0,4.0,80.0,2.0,26.0,4.0,2.0,25.0,9.0,14.0,13.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
33.0,0.0,515.0,1.0,2.0,1.0,1.0,98.0,3.0,3.0,4.0,13458.0,15146.0,1.0,12.0,3.0,3.0,80.0,0.0,15.0,1.0,3.0,15.0,14.0,8.0,12.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
30.0,1.0,641.0,25.0,2.0,1.0,4.0,85.0,3.0,2.0,3.0,4736.0,6069.0,7.0,12.0,3.0,2.0,80.0,1.0,4.0,2.0,4.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
29.0,1.0,942.0,15.0,1.0,1.0,2.0,69.0,1.0,1.0,4.0,2168.0,26933.0,0.0,18.0,3.0,1.0,80.0,1.0,6.0,2.0,2.0,5.0,4.0,1.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
37.0,0.0,124.0,3.0,3.0,1.0,4.0,35.0,3.0,2.0,2.0,4107.0,13848.0,3.0,15.0,3.0,1.0,80.0,0.0,8.0,3.0,2.0,4.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
43.0,0.0,1001.0,9.0,5.0,1.0,4.0,72.0,3.0,2.0,3.0,5679.0,19627.0,3.0,13.0,3.0,2.0,80.0,1.0,10.0,3.0,3.0,8.0,7.0,4.0,7.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
59.0,0.0,326.0,3.0,3.0,1.0,3.0,48.0,2.0,2.0,4.0,5171.0,16490.0,5.0,17.0,3.0,4.0,80.0,0.0,13.0,2.0,3.0,6.0,1.0,0.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
51.0,0.0,770.0,5.0,3.0,1.0,3.0,84.0,3.0,4.0,2.0,14026.0,17588.0,1.0,11.0,3.0,2.0,80.0,1.0,33.0,2.0,3.0,33.0,9.0,0.0,10.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
40.0,0.0,118.0,14.0,2.0,1.0,4.0,84.0,3.0,2.0,1.0,4639.0,11262.0,1.0,15.0,3.0,3.0,80.0,1.0,5.0,2.0,3.0,5.0,4.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
54.0,0.0,821.0,5.0,2.0,1.0,1.0,86.0,3.0,5.0,1.0,19406.0,8509.0,4.0,11.0,3.0,3.0,80.0,1.0,24.0,4.0,2.0,4.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
49.0,0.0,1261.0,7.0,3.0,1.0,2.0,31.0,2.0,3.0,3.0,10965.0,12066.0,8.0,24.0,4.0,3.0,80.0,0.0,26.0,2.0,3.0,5.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
35.0,1.0,556.0,23.0,2.0,1.0,2.0,50.0,2.0,2.0,3.0,5916.0,15497.0,3.0,13.0,3.0,1.0,80.0,0.0,8.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
25.0,0.0,883.0,26.0,1.0,1.0,3.0,32.0,3.0,2.0,4.0,6180.0,22807.0,1.0,23.0,4.0,2.0,80.0,0.0,6.0,5.0,2.0,6.0,5.0,1.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
51.0,0.0,237.0,9.0,3.0,1.0,4.0,83.0,3.0,5.0,2.0,19847.0,19196.0,4.0,24.0,4.0,1.0,80.0,1.0,31.0,5.0,2.0,29.0,10.0,11.0,10.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
43.0,0.0,177.0,8.0,3.0,1.0,1.0,55.0,3.0,2.0,2.0,4765.0,23814.0,4.0,21.0,4.0,3.0,80.0,1.0,4.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
44.0,0.0,621.0,15.0,3.0,1.0,1.0,73.0,3.0,3.0,4.0,7978.0,14075.0,1.0,11.0,3.0,4.0,80.0,1.0,10.0,2.0,3.0,10.0,7.0,0.0,5.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
31.0,0.0,307.0,29.0,2.0,1.0,3.0,71.0,2.0,1.0,2.0,3479.0,11652.0,0.0,11.0,3.0,2.0,80.0,0.0,6.0,2.0,4.0,5.0,4.0,1.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
45.0,0.0,788.0,24.0,4.0,1.0,2.0,36.0,3.0,1.0,2.0,2177.0,8318.0,1.0,16.0,3.0,1.0,80.0,0.0,6.0,3.0,3.0,6.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
40.0,0.0,1142.0,8.0,2.0,1.0,4.0,72.0,3.0,2.0,4.0,4069.0,8841.0,3.0,18.0,3.0,3.0,80.0,0.0,8.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
26.0,0.0,1479.0,1.0,3.0,1.0,3.0,84.0,3.0,2.0,2.0,6397.0,26767.0,1.0,20.0,4.0,1.0,80.0,1.0,6.0,6.0,1.0,6.0,5.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
36.0,0.0,845.0,1.0,5.0,1.0,4.0,45.0,3.0,2.0,4.0,6653.0,15276.0,4.0,15.0,3.0,2.0,80.0,0.0,7.0,6.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
30.0,0.0,201.0,5.0,3.0,1.0,4.0,84.0,3.0,1.0,1.0,3204.0,10415.0,5.0,14.0,3.0,4.0,80.0,1.0,8.0,3.0,3.0,3.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
33.0,0.0,1198.0,1.0,4.0,1.0,3.0,100.0,2.0,1.0,1.0,2799.0,3339.0,3.0,11.0,3.0,2.0,80.0,0.0,6.0,1.0,3.0,3.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
26.0,0.0,583.0,4.0,2.0,1.0,3.0,53.0,3.0,1.0,4.0,2875.0,9973.0,1.0,20.0,4.0,2.0,80.0,0.0,8.0,2.0,2.0,8.0,5.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
