Age,YearsAtCompany,MonthlyIncome,WorkLifeBalance,JobSatisfaction,PerformanceRating,NumberofPromotions,DistanceFromHome,Education,NumberofDependents,JobLevel,CompanyTenure,CompanyReputation,EmployeeRecognition,Attrition,Gender_Female,Gender_Male,JobRole_Healthcare,OverTime_No,OverTime_Yes,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,CompanySize_Large,CompanySize_Medium,CompanySize_Small,RemoteWork_No,RemoteWork_Yes,LeadershipOpportunities_No,LeadershipOpportunities_Yes,InnovationOpportunities_No,InnovationOpportunities_Yes
42.0,5.0,7785.0,3.0,3.0,4.0,0.0,32.0,3.0,1.0,1.0,51.0,3.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
23.0,12.0,9491.0,3.0,4.0,3.0,0.0,1.0,4.0,5.0,2.0,71.0,3.0,4.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
46.0,16.0,7532.0,4.0,3.0,3.0,2.0,3.0,3.0,0.0,1.0,34.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
19.0,1.0,7762.0,3.0,3.0,4.0,0.0,45.0,4.0,2.0,3.0,62.0,3.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
44.0,8.0,6506.0,4.0,3.0,4.0,0.0,83.0,1.0,0.0,1.0,12.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
53.0,26.0,7164.0,3.0,3.0,4.0,0.0,62.0,3.0,3.0,2.0,40.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
26.0,2.0,7721.0,4.0,2.0,4.0,0.0,31.0,3.0,2.0,3.0,8.0,3.0,3.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
50.0,32.0,9138.0,1.0,3.0,4.0,1.0,69.0,2.0,1.0,2.0,47.0,1.0,3.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
41.0,8.0,8348.0,1.0,3.0,4.0,1.0,16.0,4.0,3.0,2.0,85.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
36.0,13.0,9026.0,2.0,3.0,4.0,0.0,44.0,1.0,0.0,1.0,49.0,3.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
36.0,6.0,8883.0,2.0,4.0,4.0,0.0,44.0,2.0,2.0,3.0,21.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
59.0,31.0,8096.0,2.0,4.0,4.0,2.0,50.0,4.0,2.0,1.0,34.0,3.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
47.0,25.0,8944.0,2.0,2.0,4.0,0.0,61.0,2.0,1.0,1.0,103.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
22.0,7.0,6553.0,2.0,3.0,4.0,0.0,84.0,2.0,1.0,3.0,42.0,3.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
28.0,14.0,7419.0,2.0,1.0,4.0,2.0,31.0,3.0,5.0,3.0,40.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
29.0,15.0,7607.0,3.0,2.0,4.0,0.0,29.0,4.0,4.0,3.0,71.0,4.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
58.0,49.0,8681.0,4.0,3.0,4.0,0.0,94.0,3.0,3.0,1.0,96.0,3.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
52.0,18.0,7919.0,3.0,3.0,4.0,1.0,24.0,2.0,1.0,3.0,88.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
51.0,24.0,8672.0,4.0,2.0,4.0,2.0,36.0,1.0,1.0,2.0,75.0,3.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
35.0,9.0,7324.0,3.0,2.0,3.0,1.0,36.0,4.0,2.0,1.0,29.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
43.0,14.0,8373.0,2.0,3.0,3.0,1.0,93.0,4.0,0.0,1.0,22.0,1.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
40.0,32.0,5773.0,4.0,4.0,3.0,1.0,97.0,2.0,4.0,2.0,100.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
26.0,14.0,7760.0,3.0,4.0,4.0,0.0,28.0,2.0,2.0,3.0,83.0,3.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
52.0,33.0,7774.0,2.0,3.0,4.0,0.0,30.0,2.0,4.0,2.0,105.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
42.0,7.0,8798.0,4.0,2.0,4.0,0.0,50.0,2.0,0.0,2.0,54.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
40.0,20.0,8002.0,3.0,3.0,4.0,0.0,16.0,1.0,3.0,1.0,47.0,2.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
26.0,15.0,8301.0,2.0,3.0,4.0,0.0,82.0,3.0,0.0,1.0,91.0,3.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
18.0,9.0,8062.0,2.0,3.0,4.0,0.0,97.0,4.0,1.0,2.0,43.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
50.0,11.0,9069.0,3.0,3.0,4.0,0.0,5.0,4.0,2.0,2.0,67.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
36.0,17.0,6757.0,3.0,4.0,4.0,0.0,70.0,1.0,0.0,1.0,81.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
40.0,17.0,8452.0,3.0,3.0,3.0,1.0,66.0,3.0,6.0,1.0,86.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
31.0,20.0,7910.0,3.0,4.0,4.0,1.0,8.0,3.0,0.0,1.0,38.0,4.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
39.0,18.0,8153.0,3.0,2.0,4.0,0.0,89.0,2.0,3.0,2.0,19.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
38.0,21.0,7226.0,3.0,2.0,4.0,1.0,86.0,4.0,0.0,2.0,68.0,3.0,3.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
27.0,13.0,8713.0,3.0,1.0,4.0,1.0,43.0,5.0,1.0,1.0,76.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
26.0,11.0,7632.0,3.0,4.0,3.0,1.0,10.0,4.0,0.0,2.0,40.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
35.0,12.0,7743.0,4.0,3.0,4.0,0.0,79.0,4.0,2.0,2.0,83.0,3.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
32.0,14.0,9136.0,3.0,3.0,4.0,0.0,71.0,1.0,3.0,2.0,36.0,3.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
50.0,6.0,7846.0,3.0,4.0,4.0,1.0,74.0,3.0,1.0,2.0,11.0,3.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
55.0,43.0,8955.0,3.0,3.0,3.0,0.0,92.0,3.0,0.0,1.0,51.0,3.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
58.0,5.0,4945.0,3.0,2.0,4.0,0.0,8.0,2.0,4.0,2.0,71.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
30.0,10.0,7004.0,4.0,3.0,4.0,0.0,8.0,1.0,5.0,3.0,51.0,3.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
50.0,22.0,8309.0,2.0,3.0,4.0,0.0,1.0,4.0,1.0,2.0,38.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
26.0,3.0,7494.0,1.0,2.0,4.0,0.0,54.0,2.0,1.0,1.0,14.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
27.0,7.0,6365.0,2.0,3.0,4.0,0.0,80.0,1.0,3.0,2.0,21.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
39.0,29.0,8693.0,2.0,3.0,4.0,1.0,44.0,4.0,1.0,1.0,71.0,4.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
52.0,3.0,8074.0,1.0,3.0,4.0,2.0,85.0,4.0,0.0,3.0,53.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
32.0,16.0,9420.0,4.0,3.0,4.0,2.0,17.0,3.0,0.0,1.0,64.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
46.0,26.0,7985.0,2.0,1.0,4.0,0.0,9.0,2.0,1.0,2.0,61.0,2.0,3.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
47.0,6.0,8553.0,3.0,4.0,3.0,0.0,43.0,2.0,1.0,1.0,81.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
26.0,11.0,8562.0,3.0,4.0,4.0,2.0,67.0,1.0,0.0,1.0,19.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
44.0,2.0,8642.0,2.0,2.0,3.0,1.0,92.0,1.0,0.0,2.0,9.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
49.0,11.0,5917.0,4.0,2.0,3.0,0.0,89.0,2.0,0.0,1.0,48.0,3.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
48.0,25.0,5689.0,2.0,4.0,4.0,1.0,26.0,2.0,5.0,1.0,58.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
33.0,8.0,6784.0,2.0,3.0,4.0,1.0,34.0,1.0,2.0,2.0,43.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
38.0,4.0,7687.0,3.0,1.0,4.0,0.0,65.0,2.0,3.0,2.0,55.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
49.0,23.0,8528.0,3.0,2.0,4.0,2.0,94.0,1.0,5.0,1.0,92.0,3.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
50.0,31.0,7784.0,2.0,4.0,4.0,0.0,41.0,5.0,3.0,2.0,94.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
41.0,19.0,7797.0,3.0,4.0,4.0,3.0,17.0,4.0,1.0,1.0,84.0,2.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
46.0,30.0,7944.0,3.0,3.0,4.0,0.0,57.0,2.0,0.0,1.0,79.0,3.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
22.0,11.0,9607.0,3.0,2.0,4.0,0.0,62.0,2.0,2.0,1.0,29.0,2.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
19.0,4.0,7519.0,4.0,2.0,4.0,0.0,4.0,1.0,1.0,2.0,80.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
38.0,6.0,9557.0,3.0,4.0,4.0,2.0,15.0,1.0,1.0,1.0,69.0,3.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
45.0,31.0,6695.0,2.0,2.0,4.0,3.0,66.0,2.0,1.0,1.0,94.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
53.0,32.0,6916.0,3.0,2.0,4.0,0.0,84.0,2.0,4.0,2.0,53.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
40.0,9.0,9272.0,4.0,2.0,4.0,1.0,17.0,3.0,3.0,3.0,79.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
51.0,10.0,6539.0,2.0,2.0,4.0,0.0,36.0,1.0,0.0,2.0,11.0,3.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
31.0,10.0,9124.0,3.0,3.0,4.0,2.0,96.0,3.0,4.0,1.0,38.0,3.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
40.0,27.0,7103.0,1.0,3.0,3.0,0.0,31.0,2.0,3.0,3.0,76.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
44.0,1.0,7153.0,3.0,3.0,4.0,0.0,50.0,3.0,2.0,2.0,34.0,1.0,3.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
42.0,21.0,8093.0,3.0,3.0,4.0,0.0,73.0,2.0,0.0,1.0,80.0,4.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
21.0,11.0,8309.0,4.0,3.0,4.0,0.0,4.0,2.0,2.0,2.0,52.0,3.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
50.0,34.0,7808.0,1.0,3.0,4.0,3.0,45.0,1.0,1.0,3.0,102.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
26.0,16.0,6945.0,2.0,4.0,4.0,0.0,1.0,3.0,1.0,2.0,63.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
55.0,10.0,6824.0,2.0,3.0,4.0,0.0,14.0,4.0,0.0,2.0,27.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
53.0,27.0,6565.0,4.0,3.0,4.0,0.0,20.0,4.0,1.0,2.0,80.0,3.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
32.0,7.0,6470.0,3.0,3.0,4.0,0.0,46.0,3.0,1.0,3.0,63.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
43.0,32.0,8800.0,3.0,3.0,4.0,2.0,6.0,4.0,0.0,1.0,55.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
46.0,27.0,6441.0,3.0,3.0,3.0,1.0,71.0,1.0,3.0,2.0,84.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
48.0,15.0,7458.0,1.0,3.0,4.0,2.0,5.0,4.0,0.0,1.0,70.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
49.0,14.0,8267.0,4.0,3.0,4.0,0.0,72.0,4.0,1.0,1.0,29.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
25.0,4.0,9260.0,2.0,3.0,4.0,3.0,51.0,2.0,4.0,2.0,20.0,3.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
20.0,8.0,7401.0,3.0,3.0,4.0,0.0,76.0,3.0,5.0,1.0,45.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
26.0,4.0,8885.0,1.0,3.0,4.0,0.0,50.0,4.0,0.0,2.0,44.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
25.0,13.0,9498.0,3.0,2.0,4.0,3.0,35.0,2.0,0.0,2.0,47.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
38.0,16.0,7235.0,2.0,3.0,4.0,0.0,3.0,1.0,2.0,3.0,53.0,3.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
49.0,25.0,6056.0,4.0,3.0,4.0,0.0,14.0,1.0,0.0,3.0,71.0,3.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
27.0,7.0,8639.0,4.0,1.0,4.0,1.0,88.0,4.0,3.0,1.0,25.0,3.0,3.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
28.0,7.0,6764.0,2.0,4.0,3.0,0.0,79.0,5.0,0.0,1.0,81.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
37.0,15.0,8623.0,1.0,1.0,3.0,2.0,46.0,4.0,0.0,3.0,40.0,1.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
58.0,34.0,8004.0,3.0,3.0,4.0,1.0,2.0,3.0,1.0,1.0,57.0,3.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
39.0,28.0,6475.0,3.0,2.0,4.0,1.0,94.0,1.0,4.0,3.0,91.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
24.0,11.0,8374.0,1.0,4.0,3.0,3.0,9.0,3.0,1.0,1.0,13.0,3.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
19.0,10.0,8663.0,2.0,3.0,4.0,1.0,89.0,2.0,0.0,2.0,42.0,4.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
55.0,24.0,6745.0,2.0,4.0,4.0,0.0,27.0,2.0,0.0,1.0,70.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
29.0,2.0,8516.0,4.0,1.0,3.0,2.0,53.0,3.0,3.0,1.0,80.0,2.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
56.0,36.0,8905.0,1.0,1.0,4.0,1.0,7.0,1.0,4.0,2.0,100.0,2.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
53.0,3.0,8078.0,3.0,2.0,4.0,2.0,38.0,4.0,0.0,3.0,40.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
50.0,28.0,7866.0,4.0,1.0,4.0,0.0,60.0,1.0,3.0,1.0,79.0,1.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
47.0,16.0,9440.0,3.0,2.0,4.0,0.0,76.0,4.0,0.0,1.0,42.0,1.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
48.0,23.0,7603.0,2.0,4.0,3.0,0.0,25.0,2.0,0.0,1.0,75.0,3.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
19.0,6.0,7819.0,2.0,3.0,4.0,1.0,12.0,2.0,3.0,2.0,82.0,4.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
37.0,27.0,10206.0,2.0,3.0,4.0,2.0,62.0,3.0,0.0,1.0,101.0,4.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
35.0,8.0,6685.0,1.0,3.0,4.0,0.0,17.0,3.0,0.0,3.0,61.0,4.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
36.0,23.0,8349.0,2.0,3.0,3.0,1.0,64.0,1.0,3.0,1.0,57.0,4.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
23.0,6.0,7402.0,3.0,3.0,4.0,1.0,29.0,2.0,0.0,2.0,76.0,3.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
